sequence_a	sequence_b	rnadist	software
AF084751.1_65-148	U88822.1_371-454	1	carna
M59340.1_3-119	M33887.1_1-111	9	carna
Z29261.1_1-303	M21085.1_9-299	134	carna
AF041294.1_1-191	AJ012831.1_1-253	136	carna
U13369.1_6624-6776	U48228.1_7-166	22	carna
AF443092.1_1453-1504	AF023934.1_90-141	0	carna
J01435.1_264-194	X15240.1_604-676	0	carna
AY519098.1_46-97	AY535771.1_171-222	0	carna
AB097873.1_8937-8993	AF239647.1_394-449	0	carna
AY037272.1_8719-8775	AF096646.1_393-449	0	carna
AF041272.1_1-191	X78860.1_2-193	58	carna
AF024203.1_90-141	AJ535022.1_23-74	0	carna
BX537358.4_213187-213239	AL953899.7_43050-43104	0	carna
M27323.1_238-354	AF110972.1_83-200	0	carna
AF333036.1_2190-2249	U43286.1_2054-2120	23	carna
AP005942.1_132143-132345	AP003011.2_321703-321523	123	carna
AE004877.1_3967-4112	AE015164.1_10768-10646	50	carna
X55259.1_3-117	M33890.1_5-120	45	carna
M68929.1_1540-1461	X15090.1_41-114	41	carna
M20966.1_1-88	AJ404228.1_1559-1631	4	carna
AF156841.1_73-124	AY519079.1_46-97	0	carna
Z11884.1_254-326	X15901.1_44438-44524	38	carna
AJ291720.1_705-822	AY049711.1_73-190	2	carna
AE008886.1_9662-9735	M68929.1_50694-50622	0	carna
X03190.1_738-794	AY047314.1_477-533	0	carna
M17129.1_151-222	X04377.1_307-380	0	carna
AY145970.1_2-225	AY070212.1_1-277	4	carna
M58383.1_4-115	Z11820.1_5-112	15	carna
AF538303.1_2105-2156	AY253317.1_1278-1329	0	carna
AF484511.1_8725-8781	AF286228.1_8921-8977	0	carna
AF418495.1_65-148	AF484493.1_59-142	9	carna
AY463224.1_28-126	AF385934.1_620-718	0	carna
X54048.1_3112-3217	Z17285.1_96-198	8	carna
M72888.1_1-195	M19204.1_1-187	15	carna
AB047642.1_9386-9422	AB049088.1_9318-9354	0	carna
AC005275.1_105500-105803	X65990.1_1-300	45	carna
AL833575.1_1110-1179	X58295.1_1384-1453	28	carna
L29625.1_5-230	D37848.1_1-388	40	carna
AY162224.1_456-512	AF102208.1_375-430	0	carna
AJ400848.1_26718-26788	K00235.1_1-85	21	carna
AB081749.1_65-148	U56344.1_65-148	0	carna
K00462.1_57-128	X61061.1_74-147	0	carna
L36897.1_2659-2743	X04465.1_79649-79574	23	carna
AF158101.6_72530-72458	L76657.1_1-67	0	carna
X56456.1_243-390	AF106845.1_257-451	57	carna
X12631.1_1-73	X55514.2_4027-3957	6	carna
AL133551.13_12355-12436	AF234285.1_261-333	3	carna
AF207752.1_9249-9299	D16192.1_986-1036	0	carna
AB020752.1_35792-36096	AF069442.1_64156-64461	6	carna
AE016748.1_54065-53923	AP005079.1_55102-55198	70	carna
AE008799.1_19388-19461	L00194.1_554-627	1	carna
AF443080.1_1454-1505	AY322185.1_1538-1589	0	carna
L00194.1_554-627	X12890.1_2055-2127	0	carna
AB034893.1_65-148	U29405.1_65-148	1	carna
AE008071.1_8587-8502	AE005997.1_1861-1775	0	carna
AF484493.1_1290-1341	AY037266.1_1278-1329	0	carna
AY070181.1_1-263	AY190490.1_1-181	40	carna
AJ315331.1_53-130	AF243383.1_10225-10322	47	carna
U56895.1_65-148	AY128255.1_65-148	0	carna
X17239.1_14-300	AE000940.1_8761-9056	53	carna
AC009461.5_128651-128579	X62566.1_248-320	1	carna
AF063155.1_455-511	AF196711.1_473-529	0	carna
AF041468.1_40566-40494	K00144.1_1-72	0	carna
AF084771.1_65-148	AF084714.1_65-148	1	carna
AF156817.1_45-96	AY535683.1_171-222	0	carna
M91385.1_1205-1276	X02167.1_345-416	0	carna
M35573.1_1-119	X02241.1_3-119	3	carna
Y08501.2_169475-169584	AB042240.3_34087-34170	48	carna
K01537.1_51-169	AF101250.1_1-119	0	carna
U45463.1_1-334	D29816.1_1-341	112	carna
X61065.1_77-164	AF340025.1_630-698	4	carna
AY451148.1_146-229	M38429.1_854-937	36	carna
AY519021.1_46-97	L11785.1_1302-1353	0	carna
M16495.1_2120-2233	AE016746.1_165122-165020	26	carna
BX293564.5_115366-115419	AL928901.8_57197-57143	0	carna
M36306.1_1-119	X16225.1_825-943	0	carna
AE012978.1_1-99	AE016776.1_272500-272339	52	carna
AF164586.1_1190-1126	J01390.1_6035-6106	0	carna
M58384.1_1-118	M35165.1_2-110	6	carna
AE017277.1_42695-42883	AE017037.1_59439-59627	5	carna
K02362.1_1-121	X05527.1_1-120	4	carna
AE013167.1_14408-14306	AE006165.1_9171-9068	34	carna
X61067.1_133-205	X52392.1_5025-5096	5	carna
X16886.1_999-1070	X04465.1_90332-90261	0	carna
AB001721.1_2735-2851	X02627.1_4-118	0	carna
AL590457.2_15409-15481	Z82044.1_16317-16387	20	carna
U32832.1_9495-9319	AE017267.1_95018-94836	26	carna
AF067154.1_1449-1500	AY331283.1_1299-1350	0	carna
BX649566.3_59050-58997	BX649566.3_34014-33960	0	carna
X52392.1_9016-9083	K00281.1_1-72	4	carna
AF314016.1_365-435	X14848.1_3684-3752	1	carna
X62862.1_2-123	X62865.1_3-123	0	carna
AB042493.1_65-148	AF084750.1_65-148	28	carna
X55697.1_1-119	X00377.1_2-120	0	carna
AP000988.1_199418-199133	M32222.1_953-1250	30	carna
AE004717.1_4221-4426	BX572600.1_273933-274129	39	carna
AF156820.1_43-94	AY535670.1_171-222	0	carna
X16851.1_1-119	M32450.1_1-119	0	carna
AP006583.1_134892-135011	AE015551.1_8187-8055	12	carna
M36309.1_1-120	M24954.1_1-119	4	carna
AE015938.1_166402-166584	AL627279.1_139350-139157	85	carna
AJ582126.1_1-277	D29816.1_1-341	4	carna
AC005496.3_78625-78498	AE017265.1_218427-218529	74	carna
X05041.1_3-118	X02026.1_1-117	10	carna
U10409.1_2025-2178	U48228.1_7-166	31	carna
AY331283.1_1299-1350	AJ237570.1_732-783	0	carna
X61067.1_133-205	J04815.1_1-73	4	carna
AE008839.1_18078-18008	X00916.1_933-1007	22	carna
AC018638.5_4694-4623	AC008443.10_8240-8321	2	carna
X16752.1_1-74	AE009855.1_3683-3767	21	carna
K00205.1_1-72	AC008443.10_8240-8321	28	carna
X67706.1_7281-7402	D10582.1_4105-4224	21	carna
AF034440.1_1115-1181	K01727.1_129-57	0	carna
AF408632.1_261-377	AF110979.1_69-186	89	carna
AF254700.1_513-611	AF239648.1_539-637	0	carna
M34759.1_7-109	D10529.1_1-121	15	carna
M86494.1_1026-1092	AB042240.3_84552-84472	6	carna
AJ276698.1_65-148	AF281682.1_65-148	0	carna
AF443105.1_1450-1501	AY371147.1_1293-1344	0	carna
AF281702.1_65-148	AY161882.1_171-254	0	carna
AE014727.1_1898-2035	AE016953.1_48442-48336	42	carna
AJ229062.1_241-389	M86760.1_218-371	0	carna
X04994.1_647-780	X02585.1_923-1086	32	carna
AB049101.1_9287-9323	AF290978.1_9309-9345	0	carna
BX537638.1_3883-3996	M68880.1_2362-2475	0	carna
AE006074.1_48-140	BX321856.1_50120-50227	14	carna
M55343.1_5620-5736	Z35330.1_6121-6235	5	carna
AY161888.1_12-125	AF286230.1_41-157	12	carna
AF239621.1_550-648	U24468.1_452-550	0	carna
AP005276.1_73231-73124	AE017000.1_120837-120948	33	carna
X02237.1_3-118	X00575.1_1-121	21	carna
AF256205.1_2084-2135	AJ313404.1_47-98	0	carna
AJ291719.1_9558-9614	AF286233.1_8891-8947	0	carna
AY304926.1_1277-1328	AF156830.1_45-96	0	carna
AL591976.1_186683-186486	AP001518.1_272531-272358	36	carna
X02022.1_3-118	M11536.1_2-116	1	carna
M34775.1_1-115	X05524.1_5-117	7	carna
X02167.1_179-251	D00554.1_73-143	0	carna
AY358051.1_1284-1335	AY304846.1_1280-1331	5	carna
U18997.1_19117-19256	AE014915.1_3159-3261	81	carna
AB081226.1_65-148	AF533130.1_65-148	0	carna
AF462419.1_4444-4504	AF504536.1_666-726	0	carna
X00446.1_283-210	X99772.1_11702-11770	4	carna
AF269983.1_571-671	AL596172.1_176254-176136	0	carna
X57691.1_1-116	K02349.1_1-119	0	carna
X00925.1_392-642	AY055134.1_294-545	27	carna
U67510.1_7006-7301	AE000940.1_8761-9056	9	carna
AB049093.1_9095-9160	AB049096.1_9095-9160	0	carna
D90457.1_396-647	AJ295195.1_354-605	66	carna
Z84229.1_1-250	AF041278.1_1-191	146	carna
AY651061.1_9129-9194	AB049096.1_9095-9160	0	carna
AY288863.1_65-148	AB042484.1_65-148	0	carna
AF484486.1_8768-8824	AF069671.1_8797-8852	0	carna
M34760.1_2-117	X15199.1_158-276	7	carna
Z50062.1_3-119	M36155.1_1-117	1	carna
M24605.1_96-202	L22252.1_132-235	6	carna
AY275556.1_1296-1347	AY492772.1_840-891	0	carna
AF041468.1_43811-43739	X01120.1_76-149	4	carna
BX005001.6_77367-77421	AL928701.7_182087-182139	2	carna
AF391263.1_65-148	AF073416.1_17-100	0	carna
D00625.1_4443-4503	AJ295172.1_4347-4407	0	carna
X01551.1_1-119	M16205.1_4-122	87	carna
AL935286.14_10859-10807	BX664748.7_33440-33386	0	carna
X02628.1_2-114	M36313.1_2-120	18	carna
AY188167.1_2-196	AY145950.1_1-177	28	carna
AF418408.1_65-148	AF084725.1_65-148	0	carna
AE007798.1_8173-8025	M73546.1_221-329	49	carna
AJ416942.1_4444-4504	M16560.1_4353-4413	0	carna
L24896.1_600-665	X84742.1_5239-5302	23	carna
L28874.1_484-582	AF254730.1_518-616	10	carna
M72891.1_1-196	M72890.1_1-196	0	carna
AF021884.1_1-190	AY344020.1_1-365	9	carna
K02083.1_588-686	U81458.1_412-510	0	carna
M20958.1_1-80	X53649.1_495-566	5	carna
U51767.1_1-224	Z77071.1_1-197	65	carna
X15245.1_588-660	X16888.1_869-940	1	carna
M19204.1_1-187	S64589.1_1-189	0	carna
M10436.1_2-120	X53853.1_5621-5735	18	carna
X12631.1_1795-1866	AE000043.2_9006-8935	0	carna
AB078697.1_65-148	AF484520.1_59-142	22	carna
AE017012.1_60233-60476	AE017012.1_60515-60754	125	carna
AF110972.1_244-327	AB023804.1_854-937	0	carna
AE008441.1_6797-6885	AL766847.1_94269-94358	35	carna
X52392.1_1228-1297	X00704.1_131-202	1	carna
X04305.1_1-118	X13037.1_1-119	0	carna
L76394.1_391-643	U77070.1_391-641	90	carna
AE008762.1_276-203	AP000397.1_130600-130527	0	carna
X69334.1_1-160	M14386.1_106-268	18	carna
Z29105.1_1-303	X13914.1_2-302	74	carna
L29600.1_5-231	AF506652.1_1-230	59	carna
K00281.1_1-72	X15090.1_41-114	0	carna
AF493541.1_2418-2346	J04815.1_7401-7469	30	carna
M36315.1_3-121	D00058.1_1-118	0	carna
U32725.1_470-558	AP002998.2_95169-95056	17	carna
AF008220.1_6888-6961	X15059.1_507-589	2	carna
AE016874.1_27758-27654	AP005343.1_46608-46510	4	carna
AE014230.1_102-191	BX572604.1_199848-199986	1	carna
AP001513.1_225753-225867	AE004209.1_3442-3690	39	carna
AJ276595.1_14-127	AF110976.1_182-300	88	carna
X00996.1_1-119	M33890.1_5-120	30	carna
AF110976.1_1563-1614	AY165267.1_248-299	0	carna
K00784.1_2-107	X52528.1_449-551	2	carna
L27169.1_1-121	M18170.1_1-119	3	carna
AF207770.1_9114-9179	AF356827.1_9126-9191	0	carna
AP004172.1_250747-250650	D10483.2_75274-75175	20	carna
L37445.1_4-118	X13034.1_1-119	17	carna
X14848.1_3820-3750	AB017063.1_58819-58900	5	carna
AC009742.4_51767-51839	M25659.1_553-621	9	carna
AY278551.1_389-640	AJ295199.1_273-524	139	carna
AF462419.1_4444-4504	AJ295172.1_4347-4407	0	carna
AY455785.1_1517-1568	AB074077.1_1317-1368	0	carna
AP001511.1_149016-149129	AE010547.1_5644-5538	30	carna
AP004601.1_38307-38208	AL596170.1_192-86	16	carna
AY070184.1_1-277	Z84235.1_1-250	150	carna
X70810.2_30968-31041	J05395.1_2325-2252	1	carna
X05914.1_400-337	AB042432.1_6942-7011	0	carna
AE009773.1_7700-7629	M16864.1_642-714	0	carna
AF029859.2_7278-7397	AJ245863.1_1369-1498	1	carna
AF491248.1_65-148	AF418339.1_65-148	0	carna
X16888.1_255-184	AL021918.1_54817-54736	32	carna
AF048712.1_1102-1215	M32660.1_1111-1224	0	carna
L34381.1_1-279	D28833.1_2-238	255	carna
AF057149.1_1-240	U23390.1_1-319	21	carna
X14418.1_176-336	Z11883.1_2840-2993	36	carna
AE004721.1_1433-1242	AE015941.1_2960-3143	152	carna
AL939112.1_94442-94322	AE016809.1_257790-257673	75	carna
AE008441.1_3915-4003	AP005031.1_220043-219938	27	carna
AY519075.1_46-97	AY519055.1_46-97	0	carna
AF508735.1_1111-1224	AF107781.1_1102-1215	0	carna
AF017893.1_29-112	AY451154.1_147-230	40	carna
X06837.1_1-119	X83208.1_1-119	0	carna
X04465.1_38367-38438	X01078.1_1396-1463	0	carna
AY190445.1_1-181	D14305.1_1-327	79	carna
AY043173.1_65-148	AY167123.1_372-455	0	carna
AB078707.1_1299-1350	AF442571.1_584-635	0	carna
D10744.1_201-272	M86501.1_1024-1090	4	carna
U25144.1_1062-991	AF071855.1_254-326	0	carna
AE005414.1_2810-2738	Z11880.1_281-353	1	carna
AJ416942.1_4444-4504	AF405669.1_4445-4505	0	carna
AY008717.1_1277-1328	AJ313405.1_46-97	0	carna
J04815.1_2041-2109	J01404.1_5140-5204	0	carna
AB057682.1_1720-1756	D38079.1_1040-1076	0	carna
AF289550.1_71-187	AY074891.1_69-186	70	carna
D85289.1_587-657	M22010.1_2624-2705	5	carna
U67518.1_78-192	K02683.1_2-118	20	carna
M55314.1_21-92	J01390.1_6861-6932	0	carna
AL596173.1_263872-263770	AP001119.1_183536-183440	13	carna
M68929.1_186579-186500	AB042240.3_84552-84472	1	carna
AY245535.1_65-148	U29246.1_65-148	34	carna
U32725.1_470-558	AP003190.2_118314-118418	4	carna
AF076998.1_206-289	AF529640.1_65-148	0	carna
M34773.1_1-114	Z50067.1_4-120	5	carna
AB057609.1_1528-1593	S62220.1_9137-9202	0	carna
J04815.1_1371-1301	X15240.1_604-676	0	carna
U14762.1_1-239	D45871.1_1-238	91	carna
L11772.1_1290-1341	AY165262.1_239-290	0	carna
AF055305.1_1-239	L38340.1_5-289	223	carna
AY206656.1_65-148	AB081211.1_65-148	0	carna
X55319.1_1-74	AE008893.1_17175-17247	0	carna
AF021884.1_1-190	AY172637.1_1-322	13	carna
M58319.1_196-282	Z82044.1_15843-15924	22	carna
AE004193.1_5679-5861	AP001513.1_19957-19775	38	carna
U29251.1_65-148	AY098611.1_65-148	32	carna
AB042239.3_9807-9660	AE011991.1_4930-4833	76	carna
AB001857.1_170-224	BX005301.9_42414-42362	28	carna
Z79557.1_65-148	AY463229.1_303-386	0	carna
M34761.1_2-116	X16194.1_2-114	3	carna
AB049091.1_1-309	AY344041.1_1-342	116	carna
AY536238.1_1336-1387	AY563169.1_1269-1320	0	carna
X12857.1_421-494	AE005629.1_6992-7073	1	carna
AY228556.1_2066-2117	AB078695.1_1281-1332	0	carna
AF538305.1_579-677	U43096.1_125-223	0	carna
X75601.1_91-203	D10530.1_1-120	5	carna
L34365.1_1-279	AJ437144.1_1-237	187	carna
X05533.1_1-118	X13222.1_1-121	6	carna
L11772.1_65-148	AY038248.1_65-148	0	carna
AJ005319.1_56-3	M83545.1_56-3	0	carna
AF008220.1_6975-7046	X52070.1_699-771	0	carna
AJ131593.1_3-115	AF101250.1_1-119	23	carna
M68929.1_182805-182734	M26928.1_1266-1194	0	carna
X16191.1_4-119	K02349.1_1-119	4	carna
M34759.1_7-109	AF001265.1_6033-6149	26	carna
U15684.1_123-224	D11419.1_119-221	6	carna
AF091512.1_37281-37352	M10217.1_9038-9106	16	carna
Z35950.1_5070-5141	X87209.1_183-268	58	carna
L03707.1_65-148	AY451173.1_148-231	0	carna
AF155162.1_115-49	X15613.1_124-189	17	carna
AE004237.1_2976-2903	AC008443.10_8240-8321	13	carna
D13622.1_3-119	AE000559.1_152-269	2	carna
AP004827.1_261938-261763	AE017000.1_234265-234084	9	carna
Z99109.2_169069-168952	AE015940.1_18048-17945	14	carna
AY206654.1_1296-1347	AB078705.1_1281-1332	0	carna
AF179368.1_1390-1441	AY518944.1_46-97	0	carna
X66375.1_99-169	X53649.1_160-231	1	carna
AF063147.1_456-512	AF443114.1_8944-9000	0	carna
AF146728.1_180-263	AB081743.1_65-148	8	carna
D16558.1_6715-6832	X05524.1_5-117	13	carna
M57910.1_1028-963	X52392.1_16039-16107	4	carna
M16172.1_3-119	V01347.1_3-119	1	carna
AF042105.1_1440-1491	AY455779.1_1536-1587	0	carna
AF176573.1_9318-9354	D63821.1_9344-9379	0	carna
U20342.1_1144-1257	AY179603.1_1735-1848	0	carna
M36911.1_2445-2539	X03698.1_100-176	50	carna
X02031.1_1-118	X02036.1_1-119	16	carna
X65984.1_1-306	X01037.1_5-303	111	carna
AJ400848.1_34280-34188	X52392.1_2273-2345	27	carna
AY371169.1_1296-1347	L11784.1_1299-1350	0	carna
AY434152.1_2-296	AF041304.1_1-191	54	carna
U23487.1_401-457	AF457062.1_8757-8813	0	carna
AF377957.1_59-142	U11549.1_65-148	0	carna
AF484509.1_8745-8800	U72101.1_308-364	0	carna
AP004824.1_261550-261653	Z99120.2_150201-150095	8	carna
K02683.1_2-118	X15179.1_3-118	0	carna
AE008848.1_13783-13922	AP003361.3_30261-30389	37	carna
X56006.1_1-72	X99772.1_9544-9611	18	carna
X16746.1_1-72	X04815.1_1-81	1	carna
M68929.1_165481-165397	M18050.1_100-172	24	carna
AY492789.1_810-861	AF323230.1_34-85	0	carna
X52300.1_5-122	X02238.1_3-118	17	carna
X06836.1_1-119	J01872.1_1-119	0	carna
K02348.1_1-119	X00378.1_2-120	0	carna
AJ005322.1_56-3	AJ005312.1_56-3	0	carna
X12624.1_61-178	M35570.1_5-120	10	carna
Z50069.1_4-120	X06577.1_4-117	5	carna
D00625.1_4443-4503	AY056701.1_4247-4307	0	carna
X00997.1_1-119	J01889.1_1-119	0	carna
AF443098.1_69-186	AF286232.1_41-158	4	carna
L11751.1_1280-1331	AY165270.1_242-293	0	carna
AJ438626.1_1-251	AF041295.1_1-191	116	carna
AY070175.1_1-277	AF041280.1_1-191	146	carna
L36887.1_535-616	X15613.1_124-189	65	carna
AF069936.1_65-148	AF121499.1_65-148	9	carna
U23745.1_1-300	X78867.1_2-193	127	carna
M10557.1_790-815	X57128.1_614-639	0	carna
AF063153.1_455-511	U72077.1_331-387	0	carna
AY146013.1_2-222	AY146059.1_1-212	7	carna
AL627265.1_128216-128117	U32720.1_1366-1454	23	carna
AY302547.1_7306-7426	K02709.1_1396-1514	0	carna
AJ131588.1_3-114	M36309.1_1-120	5	carna
AJ438624.1_1-250	AY188107.1_3-196	4	carna
D13621.1_3-119	X00020.1_1-119	11	carna
K01390.1_620-691	U67528.1_1221-1293	8	carna
M10850.1_361-479	M10817.1_1-119	0	carna
AY145959.1_1-216	AF057154.1_1-237	42	carna
D88473.1_1-392	AY190413.1_1-181	128	carna
AE010126.1_9583-9877	AC002512.1_76041-75744	108	carna
K03155.1_22-137	M35395.1_1-119	4	carna
X70810.2_102754-102683	X00916.1_933-1007	9	carna
AB078705.1_1281-1332	AF457065.1_1284-1335	3	carna
Z79540.1_65-148	L11783.1_65-148	0	carna
AF196752.1_470-526	AF254701.1_416-472	0	carna
AF349329.1_33-84	AJ313400.1_46-97	0	carna
AF286234.1_40-156	AF408630.1_261-377	8	carna
AJ583719.1_52-103	AY077118.1_12-63	1	carna
AF314018.1_1820-1748	X52392.1_8258-8184	12	carna
M76575.1_4-118	X03905.1_4-117	5	carna
AF484514.1_59-142	U56338.1_37-120	0	carna
AL928834.15_122517-122464	AL592062.11_27072-27126	0	carna
AF254688.1_394-449	AF063161.1_455-511	8	carna
X14835.1_6927-7002	AC024995.8_165717-165798	22	carna
AJ271370.1_413-496	AJ488927.1_72-155	0	carna
AE017249.1_124649-124462	AE016932.1_22310-22515	90	carna
S64977.1_800-870	X52392.1_9016-9083	8	carna
D13450.1_1-184	AY446052.1_1-272	32	carna
Z32848.1_2558-2712	X60705.1_112-265	0	carna
AB031663.1_2-391	AF506655.1_1-238	72	carna
X15901.1_99287-99217	X07125.1_118-191	20	carna
AF411967.1_856-939	AF030957.1_65-148	0	carna
AF004309.1_87-160	M68929.1_15170-15243	1	carna
U44468.1_853-909	AY047301.1_457-513	0	carna
AF158725.1_345-497	AF403508.1_235-389	72	carna
X05059.1_1-119	X67494.1_1-118	0	carna
AB078689.1_1281-1332	AF490974.1_1302-1353	0	carna
Z50076.1_4-120	X62859.1_3-124	4	carna
M68929.1_18311-18382	M86497.1_1020-1086	23	carna
AE008848.1_13783-13922	AE016953.1_48442-48336	58	carna
M35567.1_3-116	X05081.1_5-114	14	carna
AE016934.1_101000-101187	AE016867.1_99125-99339	180	carna
AP002983.1_121-48	J01373.1_73-144	0	carna
M36159.1_2-116	X04585.1_3-117	31	carna
AB001488.1_62222-62293	J01478.1_118-188	0	carna
AF024423.1_123-174	AB078691.1_1281-1332	0	carna
S48220.1_1731-1788	BC003127.1_865-928	14	carna
AF049337.1_220-303	AY288881.1_65-148	10	carna
X14698.1_250-321	M20968.1_1-73	0	carna
AJ131136.1_1732-1807	AJ277126.1_6413-6487	11	carna
AF254713.1_393-449	AF484512.1_8790-8845	0	carna
X12975.1_234-306	K00202.1_1-71	0	carna
U51774.1_1-224	L38352.1_3-288	203	carna
AC093311.2_140036-139968	X03154.1_110-183	10	carna
M68929.1_151018-150946	X02444.1_95-15	49	carna
X52392.1_6280-6355	M10217.1_11905-11973	18	carna
X02237.1_3-118	Z50066.1_3-119	1	carna
AE017026.1_274819-274638	AE017270.1_85304-85118	15	carna
Z46261.1_745-770	X02622.1_164-189	0	carna
AE017267.1_95018-94836	AE013149.1_9167-9356	36	carna
AL591976.1_242770-242867	AE012834.1_3852-3958	11	carna
AF083069.1_7313-7433	AF465517.1_7298-7418	0	carna
AF024218.1_90-141	AF190128.1_1415-1466	0	carna
AJ295198.1_352-602	AF268065.1_393-644	14	carna
Z29106.1_1-301	Z30973.1_7231-6935	78	carna
AF024271.1_120-171	AY090763.1_698-749	0	carna
AY451211.1_146-229	AY371138.1_59-142	16	carna
AF290031.1_456-512	AF196760.1_455-511	0	carna
AJ286142.1_52-103	AY358053.1_1284-1335	0	carna
AY304932.1_1282-1333	AB074075.1_1326-1377	0	carna
Z50057.1_2-118	X01555.1_3-118	1	carna
AJ535034.1_23-74	M73472.1_3-54	0	carna
X14485.1_2-72	U67537.1_160-234	5	carna
X02707.1_2-120	X06577.1_4-117	8	carna
M86496.1_1024-1089	M10217.1_4724-4798	10	carna
AE006696.1_291-218	X16886.1_1355-1286	1	carna
AY140125.1_1160-1210	AB098330.1_2063-2114	0	carna
M25321.1_478-410	Z82044.1_15843-15924	11	carna
K00369.1_1-82	Y14522.1_1-81	0	carna
AE014879.1_5303-5375	AF203881.1_14955-14875	22	carna
X15936.1_256-455	X06477.1_503-698	0	carna
X54048.1_3112-3217	M24606.1_401-507	0	carna
X12631.1_1426-1497	M68929.1_48611-48684	15	carna
AF506647.1_1-238	X78859.1_2-194	41	carna
K02003.1_1-74	D00552.1_73-146	0	carna
X04244.1_85-276	X56323.1_358-553	73	carna
AY371148.1_59-142	AY371161.1_59-142	1	carna
K02362.1_1-121	X05234.1_1-119	0	carna
M16560.1_392-643	AF225477.1_351-602	8	carna
M31831.1_60-156	D49784.1_399-501	18	carna
AE017007.1_181315-181066	AE017033.1_110729-110493	23	carna
M20968.1_1-73	AL132988.4_95773-95841	0	carna
X01004.1_1-119	X01617.1_1-119	0	carna
AB031211.1_8065-8137	L07095.1_5327-5261	4	carna
V00334.1_358-430	K02974.1_529-600	0	carna
AY165239.1_232-283	AY275556.1_1296-1347	5	carna
AP004825.1_152111-152011	AE007789.1_9122-9015	7	carna
AY055165.1_298-549	AF169665.1_311-562	8	carna
U53665.1_171-222	AF190128.1_1415-1466	0	carna
X54300.1_105-177	X12889.1_644-572	1	carna
L27166.1_1-122	L37445.1_4-118	40	carna
AL591976.1_242770-242867	AE015944.1_267219-267117	5	carna
X03481.1_524-600	Z00044.1_45478-45405	13	carna
AJ550909.1_282-333	AJ005318.1_56-3	0	carna
AE017272.1_195611-195716	AB042239.3_9807-9660	56	carna
X06099.1_1-107	X55251.1_3-116	4	carna
AY188164.1_2-196	AF041289.1_1-191	21	carna
AF005496.1_1435-1486	AY519074.1_46-97	0	carna
AY451185.1_148-231	AF084764.1_65-148	16	carna
X56005.1_1-73	AB042809.1_7700-7764	52	carna
AY060611.1_560-627	AB032826.1_1401-1464	29	carna
AE016806.1_33242-33376	AE010545.1_3397-3317	34	carna
K00242.1_1-75	X03715.1_667-740	0	carna
AC008670.6_83725-83795	AE005196.1_3290-3363	0	carna
X01570.1_1-119	M32450.1_1-119	0	carna
X03240.1_1388-1326	X00432.1_816-751	1	carna
AY288865.1_65-148	AF418455.1_48-131	16	carna
AY165283.1_224-275	AF069140.1_2082-2133	0	carna
AF196742.1_455-510	U72082.1_334-390	0	carna
Z79570.1_65-148	U56355.1_8-91	8	carna
AY304973.1_1280-1331	AY371163.1_1284-1335	9	carna
M26928.1_1266-1194	X07395.1_103-176	0	carna
M76576.1_4-118	M58385.1_5-116	33	carna
AJ536615.1_1-44	AJ241847.1_281-334	11	carna
AF484499.1_1287-1338	AF076475.1_1423-1474	0	carna
Y12291.1_1883-1908	X60482.1_598-623	0	carna
Z50077.1_4-121	AJ131592.1_3-116	8	carna
M32222.1_3110-3183	M16909.1_81-161	44	carna
AJ437036.1_65-148	AY451215.1_147-230	16	carna
X56506.1_61-144	X14848.1_2654-2728	3	carna
X84079.1_1-359	D31601.1_1-341	148	carna
AE003494.3_240865-240793	X16885.1_950-882	0	carna
AE016869.1_178989-179107	U18997.1_19117-19256	91	carna
X69334.1_1-160	L22246.1_3195-3357	15	carna
AY288843.1_65-148	AF073418.1_17-100	24	carna
AF288740.1_1291-1357	AF166127.1_1919-1981	8	carna
M64226.1_1117-1230	U45979.1_1659-1772	1	carna
AP005032.1_102031-102127	AE014954.1_5814-5899	33	carna
J03294.1_2297-2476	M93419.1_332-511	18	carna
AB081231.1_65-148	AY451230.1_148-231	0	carna
AF543969.1_38-121	Z97125.1_19-102	0	carna
X13975.1_39-104	K00462.1_57-128	8	carna
U52953.1_204-287	AB034896.1_65-148	1	carna
AJ237565.1_594-692	AF538302.1_601-699	0	carna
X06836.1_1-119	K02354.1_1-118	0	carna
AF165056.1_1-379	Z84281.1_1-249	106	carna
AY008715.1_8739-8795	AF443106.1_8531-8587	0	carna
AJ131147.1_1719-1794	X04465.1_101010-100933	6	carna
AE016786.1_232051-232274	AE017174.1_143751-143548	131	carna
K01727.1_129-57	D00554.1_73-143	0	carna
